Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
"Good Muslim, Bad Muslim: America, the Cold War, and the Roots of Terror","In this brilliant look at the rise of political Islam, the distinguished political scientist and anthropologist Mahmood Mamdani brings his expertise and insight to bear on a question many Americans have been asking since 9/11: how did this happen? Mamdani dispels the idea of “good” (secular, westernized) and “bad” (premodern, fanatical) Muslims, pointing out that these judgments refer to political rather than cultural or religious identities. The presumption that there are “good” Muslims readily available to be split off from “bad” Muslims masks a failure to make a political analysis of our times. This book argues that political Islam emerged as the result of a modern encounter with Western power, and that the terrorist movement at the center of Islamist politics is an even more recent phenomenon, one that followed America’s embrace of proxy war after its defeat in Vietnam. Mamdani writes with great insight about the Reagan years, showing America’s embrace of the highly ideological politics of “good” against “evil.” Identifying militant nationalist governments as Soviet proxies in countries such as Nicaragua and Afghanistan, the Reagan administration readily backed terrorist movements, hailing them as the “moral equivalents” of America’s Founding Fathers. The era of proxy wars has come to an end with the invasion of Iraq. And there, as in Vietnam, America will need to recognize that it is not fighting terrorism but nationalism, a battle that cannot be won by occupation. Good Muslim, Bad Muslim is a provocative and important book that will profoundly change our understanding both of Islamist politics and the way America is perceived in the world today.",['Mahmood Mamdani'],http://books.google.com/books/content?id=W69rBkP3W7QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=W69rBkP3W7QC&printsec=frontcover&dq=Good+Muslim,+Bad+Muslim:+America,+the+Cold+War,+and+the+Roots+of+Terror&hl=&cd=1&source=gbs_api",Harmony,2005-06-21,https://play.google.com/store/books/details?id=W69rBkP3W7QC&source=gbs_api,['Religion'],4.0
Pushing Ice,"First contact with extraordinary aliens, glittering technologies that could destroy the universe in a nanosecond, huge sweeping space operas: Alastair Reynolds is back! Some centuries from now, the exploration and exploitation of the Solar System is in full swing. On the cold edge of the system, Bella Lind, captain of the huge commercial spacecraft Rockhopper IV, helps fuel this new gold rush by attaching mass-driver motors to organic-rich water-ice comets to move them back to the inner worlds. Her crew are tough, blue-collar miners, engineers and demolition experts. Around Saturn, something inexplicable happens: one of the moons leaves its orbit and accelerates out of the Solar System. The icy mantle peels away to reveal that it was never a moon in the first place, just a parked spacecraft, millions of years old, that has now decided to move on. Rockhopper IV, trapped in the pull, is hurled across time and space into the deep, distant future, arriving in a vast, alien-constructed chamber. And the crew are not alone, for each chamber contains an alien culture dragged into this cosmic menagerie at the end of time. The crew of the Rockhopper IV know a lot about blowing up comets, but not much about first contact with ultra-advanced aliens. They have two things to worry about: can they (and their new alien allies) negotiate their way through each harrying contact? And can they assimilate the avalanche of knowledge about their own future - including all the glittering, dangerous technologies that are now theirs for the taking - without destroying themselves in the process?",['Alastair Reynolds'],http://books.google.com/books/content?id=u8GGpHHG_kkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=u8GGpHHG_kkC&printsec=frontcover&dq=Pushing+Ice&hl=&cd=1&source=gbs_api,Hachette UK,2009-12-10,https://play.google.com/store/books/details?id=u8GGpHHG_kkC&source=gbs_api,['Fiction'],29.0
Made in Japan: Transistor Radios of the 1950s and 1960s,Made in Japan traces the history of the transistor radio from its American invention to its Japanese mass production and its subsequent development as a popular cultural icon and as an art form in its own right.,"['Roger Handy', 'Maureen Erbe', 'Aileen Antonier']",http://books.google.com/books/content?id=UHofAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=UHofAQAAIAAJ&q=Made+in+Japan:+Transistor+Radios+of+the+1950s+and+1960s&dq=Made+in+Japan:+Transistor+Radios+of+the+1950s+and+1960s&hl=&cd=1&source=gbs_api,Chronicle Books Llc,1993,http://books.google.nl/books?id=UHofAQAAIAAJ&dq=Made+in+Japan:+Transistor+Radios+of+the+1950s+and+1960s&hl=&source=gbs_api,['Antiques & Collectibles'],
The Murder of Christ,,['Wilhelm Reich'],,http://books.google.nl/books?id=gTEenwEACAAJ&dq=The+Murder+of+Christ&hl=&cd=1&source=gbs_api,,1953,http://books.google.nl/books?id=gTEenwEACAAJ&dq=The+Murder+of+Christ&hl=&source=gbs_api,['Social psychology'],1.0
Dali,Monografie van de Spaanse beeldend kunstenaar (1904-1989).,"['Robert Descharnes', 'Gilles Néret', 'Jan Wynsen', 'Marieke Keur', 'Salvador Felipe Jacinto Dalí']",,http://books.google.nl/books?id=vKSbQwAACAAJ&dq=Dali&hl=&cd=1&source=gbs_api,,2006-03,http://books.google.nl/books?id=vKSbQwAACAAJ&dq=Dali&hl=&source=gbs_api,['Surrealism'],
In Search of Therese (Way of the Christian Mystics),"""A Michael Glazier book."" Includes bibliographical references (pages 193-195) and index.","[""Patricia M. O'Connor""]",http://books.google.com/books/content?id=o-YNVOAAULcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=o-YNVOAAULcC&q=In+Search+of+Therese+(Way+of+the+Christian+Mystics)&dq=In+Search+of+Therese+(Way+of+the+Christian+Mystics)&hl=&cd=1&source=gbs_api,,1987,http://books.google.nl/books?id=o-YNVOAAULcC&dq=In+Search+of+Therese+(Way+of+the+Christian+Mystics)&hl=&source=gbs_api,['Christian saints'],
Vita: The Life of V. Sackville-West,"A biography of English poet and novelist Vita Sackville-West examines her complex nature, her marriage to Harold Nicolson, and her love affairs with other women, including Virginia Woolf",['Victoria Glendinning'],http://books.google.com/books/content?id=mwTx4uyp_coC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=mwTx4uyp_coC&q=Vita:+The+Life+of+V.+Sackville-West&dq=Vita:+The+Life+of+V.+Sackville-West&hl=&cd=1&source=gbs_api,William Morrow & Company,1985,http://books.google.nl/books?id=mwTx4uyp_coC&dq=Vita:+The+Life+of+V.+Sackville-West&hl=&source=gbs_api,"['Authors, English']",
The Case That Never Dies: The Lindbergh Kidnapping,"Essential reading for anyone interested in the most famous American crime of the twentieth century Since its original publication in 2004, The Case That Never Dies has become the standard account of the Lindbergh Kidnapping. Now, in a new afterword, historian Lloyd C. Gardner presents a surprise conclusion based on recently uncovered pieces of evidence that were missing from the initial investigation as well as an evaluation of Charles Lindbergh’s role in the search for the kidnappers. Out of the controversies surrounding the actions of Colonel Lindbergh, Norman Schwarzkopf, commander of the New Jersey State Police, and FBI director J. Edgar Hoover, Gardner presents a well-reasoned argument for what happened on the night of March 1, 1932. The Case That NeverDies places the Lindbergh kidnapping, investigation, and trial in the context of the Depression, when many feared the country was on the edge of anarchy. Gardner delves deeply into the aspects of the case that remain confusing to this day, including Lindbergh’s dealings with crime baron Owney Madden, Al Capone’s New York counterpart, as well as the inexplicable exploits of John Condon, a retired schoolteacher who became the prosecution’s best witness. The initial investigation was hampered by Colonel Lindbergh, who insisted that the police not attempt to find the perpetrator because he feared the investigation would endanger his son’s life. He relented only when the child was found dead. After two years of fruitless searching, Bruno Richard Hauptmann, a German immigrant, was discovered to have some of the ransom money in his possession. Hauptmann was arrested, tried, and sentenced to death. Throughout the book, Gardner pays special attention to the evidence of the case and how it was used and misused in the trial. Whether Hauptmann was guilty or not, Gardner concludes that there was insufficient evidence to convict him of first-degree murder. Set in historical context, the book offers not only a compelling read, but a powerful vantage point from which to observe the United States in the 1930s as well as contemporary arguments over capital punishment.",['Lloyd Gardner'],http://books.google.com/books/content?id=yyDXhhNjkYwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=yyDXhhNjkYwC&printsec=frontcover&dq=The+Case+That+Never+Dies:+The+Lindbergh+Kidnapping&hl=&cd=1&source=gbs_api,Rutgers University Press,2012-06-12,https://play.google.com/store/books/details?id=yyDXhhNjkYwC&source=gbs_api,['History'],
"How to breed dogs: A popular exposition of the scientific principles underlying reproduction and heredity in dogs, with special reference to their practical application",,['Leon Fradley Whitney'],http://books.google.com/books/content?id=RChDAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=RChDAAAAYAAJ&q=How+to+breed+dogs:+A+popular+exposition+of+the+scientific+principles+underlying+reproduction+and+heredity+in+dogs,+with+special+reference+to+their+practical+application&dq=How+to+breed+dogs:+A+popular+exposition+of+the+scientific+principles+underlying+reproduction+and+heredity+in+dogs,+with+special+reference+to+their+practical+application&hl=&cd=1&source=gbs_api",,1937,"http://books.google.nl/books?id=RChDAAAAYAAJ&dq=How+to+breed+dogs:+A+popular+exposition+of+the+scientific+principles+underlying+reproduction+and+heredity+in+dogs,+with+special+reference+to+their+practical+application&hl=&source=gbs_api",['Breeding'],
Visitor's Guide to Germany : Black Forest,"The Rough Guide Snapshot to the Black Forest is the ultimate travel guide to this attractive region of Germany. It guides you through the area with reliable information and comprehensive coverage of all the sights and attractions, from Baden-Baden's spas to the best scenic forest drives. Detailed maps and up-to-date listings pinpoint the best cafés, restaurants, hotels, shops, bars and nightlife, ensuring you have the best trip possible, whether passing through, staying for the weekend or longer. Also included is the Basics section from the Rough Guide to Germany, with all the practical information you need for travelling in and around Germany, including transport, food, drink, costs, festivals and outdoor activities. Also published as part of the Rough Guide to Germany. Full coverage: Baden-Baden, Bad Wildbad, Freudenstadt, The Kinzig and Gutach valleys, Schiltach, Triberg, Freiburg, Todtnau, Titisee, Feldberg, Schluchsee, St Blasien, Todtmoos, Badenweiler (Equivalent printed page extent 68 pages).",,http://books.google.com/books/content?id=VBN4pHSM4roC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=VBN4pHSM4roC&printsec=frontcover&dq=Visitor%27s+Guide+to+Germany+:+Black+Forest&hl=&cd=1&source=gbs_api,Rough Guides UK,2012-11-15,https://play.google.com/store/books/details?id=VBN4pHSM4roC&source=gbs_api,['Travel'],
Funny Cats Postcard Book,"The perfect gift for animal lovers everywhere, these unique books abound with adorable cats and dogs on postcards that are easily removed for mailing. 30 postcards.",['J.C. Suares'],http://books.google.com/books/content?id=ZhQFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=ZhQFAAAACAAJ&dq=Funny+Cats+Postcard+Book&hl=&cd=1&source=gbs_api,"Stewart, Tabori and Chang",1996-08-01,http://books.google.nl/books?id=ZhQFAAAACAAJ&dq=Funny+Cats+Postcard+Book&hl=&source=gbs_api,['Pets'],
"Feel Great, Be Beautiful over 40: Inside Tips on How to Look Better, Be Healthier and Slow the Aging Process","Called by ""The Most Beautiful 40-Year-Old in the World"" by Vie magazine, Lillian Muller looks better and is healthier and happier today at the age of 43 than she was when she began modeling at 18. A testament to getting the most out of life, this book is filled with the tips on diet, exercise, and beauty that Muller has developed through years of personal research. 30 illustrations.","['Lillian Müller', 'John Coleman', 'Jill Gannon']",,"http://books.google.nl/books?id=fLrsAAAACAAJ&dq=Feel+Great,+Be+Beautiful+over+40:+Inside+Tips+on+How+to+Look+Better,+Be+Healthier+and+Slow+the+Aging+Process&hl=&cd=1&source=gbs_api",Stoddart,1995-01-01,"http://books.google.nl/books?id=fLrsAAAACAAJ&dq=Feel+Great,+Be+Beautiful+over+40:+Inside+Tips+on+How+to+Look+Better,+Be+Healthier+and+Slow+the+Aging+Process&hl=&source=gbs_api",['Aging'],
Dutch-English Dictionary (Van Dale handwoordenboeken voor hedendaags taalgebruik) (Dutch and English Edition),Aangevuld met de bibliografie van de friese taal- en literatuurwetenschap.,,http://books.google.com/books/content?id=EDkbAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=EDkbAQAAMAAJ&pg=PA19&dq=Dutch-English+Dictionary+(Van+Dale+handwoordenboeken+voor+hedendaags+taalgebruik)+(Dutch+and+English+Edition)&hl=&cd=1&source=gbs_api,,1985,http://books.google.nl/books?id=EDkbAQAAMAAJ&dq=Dutch-English+Dictionary+(Van+Dale+handwoordenboeken+voor+hedendaags+taalgebruik)+(Dutch+and+English+Edition)&hl=&source=gbs_api,['Dutch language'],
Remembering Herbie: Celebrating the Life and Times of Hockey Legend Herb Brooks,"A collection of interviews in which friends, co-workers, and relatives of hockey coach Herb Brooks reflect on his life, career, and accomplishments.",['Ross Bernstein'],http://books.google.com/books/content?id=Z14EAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Z14EAAAACAAJ&dq=Remembering+Herbie:+Celebrating+the+Life+and+Times+of+Hockey+Legend+Herb+Brooks&hl=&cd=1&source=gbs_api,Bernstein Books,2003,http://books.google.nl/books?id=Z14EAAAACAAJ&dq=Remembering+Herbie:+Celebrating+the+Life+and+Times+of+Hockey+Legend+Herb+Brooks&hl=&source=gbs_api,['Sports & Recreation'],1.0
Performance Skiing: Training and Techniques to Make You a Better Alpine Skier,"Suggests a physical fitness program and training plans for skiers, demonstrates skiing drills, and discusses the selection and care of skis, boots, bindings, and poles",['George Thomas'],http://books.google.com/books/content?id=LDyHXID7f14C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=LDyHXID7f14C&printsec=frontcover&dq=Performance+Skiing:+Training+and+Techniques+to+Make+You+a+Better+Alpine+Skier&hl=&cd=1&source=gbs_api,Stackpole Books,1992,http://books.google.nl/books?id=LDyHXID7f14C&dq=Performance+Skiing:+Training+and+Techniques+to+Make+You+a+Better+Alpine+Skier&hl=&source=gbs_api,['Sports & Recreation'],1.0
